"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"MEGASTAR","Megastar Foods Limited","Trading Window","Megastar Foods Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:31:06","2025-09-26 16:31:06","26-Sep-2025 16:31:07","00:00:01","https://nsearchives.nseindia.com/corporate/MEGASTAR_26092025163056_CTW.pdf"
"KHAITANLTD","Khaitan (India) Limited","Trading Window","Khaitan (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:31:05","2025-09-26 16:31:05","26-Sep-2025 16:31:06","00:00:01","https://nsearchives.nseindia.com/corporate/KHAITANLTD_26092025163051_Trading_window_Final.pdf"
"FIBERWEB","Fiberweb (India) Limited","General Updates","Fiberweb (India) Limited has informed the Exchange about General Updates","26-Sep-2025 16:30:06","2025-09-26 16:30:06","26-Sep-2025 16:30:07","00:00:01","https://nsearchives.nseindia.com/corporate/FIBERWEB_26092025162957_FIL_.pdf"
"VALIANTORG","Valiant Organics Limited","Trading Window","Valiant Organics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:30:05","2025-09-26 16:30:05","26-Sep-2025 16:30:06","00:00:01","https://nsearchives.nseindia.com/corporate/VALIANTORG_26092025162956_Intimation-twc_sept_25.pdf"
"NITCO","Nitco Limited","Trading Window","Nitco Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:29:47","2025-09-26 16:29:47","26-Sep-2025 16:29:48","00:00:01","https://nsearchives.nseindia.com/corporate/NITCO_26092025162930_Cover_Trading_window_closure_Signed.pdf"
"APARINDS","Apar Industries Limited","Trading Window","Apar Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:29:24","2025-09-26 16:29:24","26-Sep-2025 16:29:25","00:00:01","https://nsearchives.nseindia.com/corporate/APARINDS_26092025162815_IntimationofClosureofTradingWindow.pdf"
"SOFTTECH","Softtech Engineers Limited","Shareholders meeting","Softtech Engineers Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:28:52","2025-09-26 16:28:52","26-Sep-2025 16:28:52","00:00:00","https://nsearchives.nseindia.com/corporate/SOFTTECH_26092025162810_AGMProceedings.pdf"
"VALIANTORG","Valiant Organics Limited","Investor Presentation","Valiant Organics Limited has informed the Exchange about Investor Presentation","26-Sep-2025 16:28:39","2025-09-26 16:28:39","26-Sep-2025 16:28:40","00:00:01","https://nsearchives.nseindia.com/corporate/VALIANTORG_26092025162830_Intimation-_Investor_Presentation.pdf"
"ASIANENE","Asian Energy Services Limited","General Updates","Asian Energy Services Limited has informed the Exchange about the Presentation made by the Managing Director at the 32nd Annual General Meeting of the Company held on September 26, 2025.","26-Sep-2025 16:28:07","2025-09-26 16:28:07","26-Sep-2025 16:28:08","00:00:01","https://nsearchives.nseindia.com/corporate/ASIANENE_26092025162721_AESLAGM2025_MDPresentation.pdf"
"KHAITANLTD","Khaitan (India) Limited","Shareholders meeting","Khaitan (India) Limited has informed the Exchange about Shareholders meeting","26-Sep-2025 16:26:31","2025-09-26 16:26:31","26-Sep-2025 16:26:32","00:00:01","https://nsearchives.nseindia.com/corporate/KHAITANLTD_26092025162619_Scrutiniserreport_Final.pdf"
"SIGNPOST","Signpost India Limited","Trading Window","Signpost India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:26:25","2025-09-26 16:26:25","26-Sep-2025 16:26:27","00:00:02","https://nsearchives.nseindia.com/corporate/SIGNPOST_26092025162555_Covering_letter_Closure_of_Trading_Window_30092025.pdf"
"VALIANTORG","Valiant Organics Limited","Shareholders meeting","Valiant Organics Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:26:16","2025-09-26 16:26:16","26-Sep-2025 16:26:16","00:00:00","https://nsearchives.nseindia.com/corporate/VALIANTORG_26092025162605_Intimation-_AGM_Proceedings.pdf"
"MAGNUM","Magnum Ventures Limited","Shareholders meeting","Magnum Ventures Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:26:07","2025-09-26 16:26:07","26-Sep-2025 16:26:07","00:00:00","https://nsearchives.nseindia.com/corporate/MAGNUM_26092025162522_Intimation.pdf"
"SINTERCOM","Sintercom India Limited","Trading Window","Sintercom India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:25:56","2025-09-26 16:25:56","26-Sep-2025 16:25:57","00:00:01","https://nsearchives.nseindia.com/corporate/SINTERCOM_26092025162507_TradingWindow_Q1letterheadsigned.pdf"
"MANINDS","Man Industries (India) Limited","Trading Window","Man Industries (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:25:39","2025-09-26 16:25:39","26-Sep-2025 16:25:40","00:00:01","https://nsearchives.nseindia.com/corporate/MANINDS_26092025162530_MIIL_Intimation_of_Trading_Window_Closure_30092025.pdf"
"MPSLTD","MPS Limited","Trading Window","MPS Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:25:15","2025-09-26 16:25:15","26-Sep-2025 16:25:15","00:00:00","https://nsearchives.nseindia.com/corporate/MPSLIMITED_26092025162455_StxDisclosure_ClosureofTradingWindow.pdf"
"GFLLIMITED","GFL Limited","Trading Window","GFL Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:25:12","2025-09-26 16:25:12","26-Sep-2025 16:25:13","00:00:01","https://nsearchives.nseindia.com/corporate/GFLLIMITED_26092025162453_Upload.pdf"
"KFINTECH","Kfin Technologies Limited","Trading Window","Kfin Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:25:12","2025-09-26 16:25:12","26-Sep-2025 16:25:13","00:00:01","https://nsearchives.nseindia.com/corporate/KFINTECHNSE_26092025162503_Intimation.pdf"
"PALASHSECU","Palash Securities Limited","Shareholders meeting","Palash Securities Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 24, 2025","26-Sep-2025 16:25:11","2025-09-26 16:25:11","26-Sep-2025 16:25:11","00:00:00","https://nsearchives.nseindia.com/corporate/PALASHSECU_26092025162401_Voting_Results_and_Scrutinizers_Report_PSL.pdf"
"ASIANENE","Asian Energy Services Limited","General Updates","Asian Energy Services Limited has informed the Exchange about Chairman s speech at the 32nd Annual General Meeting held on September 26, 2025.","26-Sep-2025 16:25:08","2025-09-26 16:25:08","26-Sep-2025 16:25:09","00:00:01","https://nsearchives.nseindia.com/corporate/ASIANENE_26092025162404_AESLCoveringforChairmansspeech.pdf"
"JSL","Jindal Stainless Limited","Updates","Jindal Stainless Limited has informed the Exchange regarding 'Intimation under Regulation 57 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations ), as amended'.","26-Sep-2025 16:24:29","2025-09-26 16:24:29","26-Sep-2025 16:24:30","00:00:01","https://nsearchives.nseindia.com/corporate/JSL_26092025162309_JSLIntimationunderReg5726092025.pdf"
"ARCHIDPLY","Archidply Industries Limited","Trading Window","Archidply Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:24:20","2025-09-26 16:24:20","26-Sep-2025 16:24:21","00:00:01","https://nsearchives.nseindia.com/corporate/ARCHIDPLY_26092025162413_Tradingwindowclosure.pdf"
"IGL","Indraprastha Gas Limited","Trading Window","Indraprastha Gas Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:24:15","2025-09-26 16:24:15","26-Sep-2025 16:24:16","00:00:01","https://nsearchives.nseindia.com/corporate/IGL1_26092025162357_IGLTradingwindowclosureSep2025.PDF"
"MUKTAARTS","Mukta Arts Limited","Trading Window","Mukta Arts Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:24:00","2025-09-26 16:24:00","26-Sep-2025 16:24:01","00:00:01","https://nsearchives.nseindia.com/corporate/MUKTAARTS_26092025162353_Intimation_of_Trading_window_Closure_Signed.pdf"
"63MOONS","63 moons technologies limited","Trading Window","63 moons technologies limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:22:59","2025-09-26 16:22:59","26-Sep-2025 16:23:00","00:00:01","https://nsearchives.nseindia.com/corporate/63MOONS_26092025162244_Closureoftradingwindow26092025.pdf"
"APOLLOPIPE","Apollo Pipes Limited","Shareholders meeting","Apollo Pipes Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:22:31","2025-09-26 16:22:31","26-Sep-2025 16:22:31","00:00:00","https://nsearchives.nseindia.com/corporate/APOLLOPIPE_26092025161927_39thAGMProceedingsVotingResultsScrutinizerReport.pdf"
"REDTAPE","Redtape Limited","General Updates","Redtape Limited has informed the Exchange about General Updates","26-Sep-2025 16:22:26","2025-09-26 16:22:26","26-Sep-2025 16:22:28","00:00:02","https://nsearchives.nseindia.com/corporate/REDTAPE_26092025162212_proceeding.pdf"
"ASIANENE","Asian Energy Services Limited","Press Release","Asian Energy Services Limited has informed the Exchange regarding a press release dated September 26, 2025, titled ""Asian Energy Services Ltd Sets Bold Growth Trajectory at 2025 AGM"".","26-Sep-2025 16:22:11","2025-09-26 16:22:11","26-Sep-2025 16:22:12","00:00:01","https://nsearchives.nseindia.com/corporate/ASIANENE_26092025162026_AESLPressRelease_AGM2025_SIGNED.pdf"
"THANGAMAYL","Thangamayil Jewellery Limited","Trading Window","Thangamayil Jewellery Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:22:10","2025-09-26 16:22:10","26-Sep-2025 16:22:11","00:00:01","https://nsearchives.nseindia.com/corporate/THANGAMAYL_26092025161654_Q2_Intimation_for_Cloure_of_Trading_window.pdf"
"KHAITANLTD","Khaitan (India) Limited","Shareholders meeting","Please find attached herewith voting results of the AGM","26-Sep-2025 16:22:07","2025-09-26 16:22:07","26-Sep-2025 16:22:07","00:00:00","https://nsearchives.nseindia.com/corporate/KHAITANLTD_26092025162123_Voting_Results_Final.pdf"
"IGL","Indraprastha Gas Limited","Shareholders meeting","Indraprastha Gas Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:21:55","2025-09-26 16:21:55","26-Sep-2025 16:21:55","00:00:00","https://nsearchives.nseindia.com/corporate/IGL1_26092025162101_IGLAGMProceedings2025.PDF"
"SIGNATURE","Signatureglobal (India) Limited","Trading Window","Signatureglobal (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:21:48","2025-09-26 16:21:48","26-Sep-2025 16:21:49","00:00:01","https://nsearchives.nseindia.com/corporate/SGLOBAL_26092025162129_ctwseptembersigned.pdf"
"KANORICHEM","Kanoria Chemicals & Industries Limited","General Updates","Kanoria Chemicals & Industries Limited has informed the Exchange about General Updates","26-Sep-2025 16:21:45","2025-09-26 16:21:45","26-Sep-2025 16:21:46","00:00:01","https://nsearchives.nseindia.com/corporate/KANORICHEM_26092025161915_Letter.pdf"
"NAVA","NAVA LIMITED","Trading Window","NAVA LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:21:41","2025-09-26 16:21:41","26-Sep-2025 16:21:42","00:00:01","https://nsearchives.nseindia.com/corporate/NBVENTURES_26092025161603_Disclosure.pdf"
"MANINFRA","Man Infraconstruction Limited","Trading Window","Man Infraconstruction Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:19:40","2025-09-26 16:19:40","26-Sep-2025 16:19:41","00:00:01","https://nsearchives.nseindia.com/corporate/vishaladhav_26092025161904_MICL.pdf"
"E2E","E2E Networks Limited","Shareholders meeting","E2E Networks Limited has informed the Exchange regarding Proceedings of 16th Annual General Meeting ( AGM ) of E2E Networks Limited ( the Company ) held on September 26,2025","26-Sep-2025 16:19:35","2025-09-26 16:19:35","26-Sep-2025 16:19:35","00:00:00","https://nsearchives.nseindia.com/corporate/E2E_26092025161148_ProceedingsAGM.pdf"
"IMAGICAA","Imagicaaworld Entertainment Limited","Trading Window","Imagicaaworld Entertainment Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:19:14","2025-09-26 16:19:14","26-Sep-2025 16:19:15","00:00:01","https://nsearchives.nseindia.com/corporate/IMAGICAA_26092025161905_SEIntimation-Closure_of_Trading_Window.pdf"
"MARALOVER","Maral Overseas Limited","Allotment of Securities","Maral Overseas Limited has informed the Exchange regarding Allotment of 10,00,000 9.25% Redeemable Non- Convertible Cumulative Preference shares of Rs. 100/- each on private placement basis.","26-Sep-2025 16:19:09","2025-09-26 16:19:09","26-Sep-2025 16:19:10","00:00:01","https://nsearchives.nseindia.com/corporate/MARALOVER_26092025161649_Stock_Exchange_intimation_letter_SD.pdf"
"ASIANENE","Asian Energy Services Limited","Shareholders meeting","Asian Energy Services Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025.","26-Sep-2025 16:18:38","2025-09-26 16:18:38","26-Sep-2025 16:18:38","00:00:00","https://nsearchives.nseindia.com/corporate/ASIANENE_26092025161550_AESLAGMProceedings2025_Signed.pdf"
"KHAITANLTD","Khaitan (India) Limited","Shareholders meeting","Please find attached herewith proceedings of AGM.","26-Sep-2025 16:17:55","2025-09-26 16:17:55","26-Sep-2025 16:17:55","00:00:00","https://nsearchives.nseindia.com/corporate/KHAITANLTD_26092025161701_Proceedings_of_AGM.pdf"
"JWL","Jupiter Wagons Limited","Trading Window","Jupiter Wagons Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:17:50","2025-09-26 16:17:50","26-Sep-2025 16:17:52","00:00:02","https://nsearchives.nseindia.com/corporate/CEBBCO_26092025161740_TradingWindowLetter.pdf"
"AVTNPL","AVT Natural Products Limited","Trading Window","AVT Natural Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:17:17","2025-09-26 16:17:17","26-Sep-2025 16:17:18","00:00:01","https://nsearchives.nseindia.com/corporate/AVTNPL_26092025161647_TradingWindowClosureIntimation26092025signed.pdf"
"BAJAJINDEF","Indef Manufacturing Limited","Trading Window","Indef Manufacturing Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:16:57","2025-09-26 16:16:57","26-Sep-2025 16:16:58","00:00:01","https://nsearchives.nseindia.com/corporate/BAJAJINDEF_26092025161644_Trading_Window_Closure_Signed.pdf"
"GEMAROMA","Gem Aromatics Limited","Trading Window","Gem Aromatics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:16:51","2025-09-26 16:16:51","26-Sep-2025 16:16:52","00:00:01","https://nsearchives.nseindia.com/corporate/GEMAROMATICS2024_26092025161631_SEBI_PIT_-_Trading_Window_Closure.pdf"
"IDEA","Vodafone Idea Limited","Trading Window","Vodafone Idea Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:16:44","2025-09-26 16:16:44","26-Sep-2025 16:16:45","00:00:01","https://nsearchives.nseindia.com/corporate/IDEA_26092025161448_SETradingWindow30092025signed.pdf"
"ELECTCAST","Electrosteel Castings Limited","Trading Window","Electrosteel Castings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:16:44","2025-09-26 16:16:44","26-Sep-2025 16:16:46","00:00:02","https://nsearchives.nseindia.com/corporate/ELECTCAST_26092025161605_Closure_of_Trading_window_closure_Sep_2025.pdf"
"ENGINERSIN","Engineers India Limited","Shareholders meeting","Engineers India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 24, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 16:16:33","2025-09-26 16:16:33","26-Sep-2025 16:16:33","00:00:00","https://nsearchives.nseindia.com/corporate/ENGINERSIN_26092025161512_agmvotingresult26092025.pdf"
"JWL","Jupiter Wagons Limited","Shareholders meeting","Jupiter Wagons Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 16:16:27","2025-09-26 16:16:27","26-Sep-2025 16:16:27","00:00:00","https://nsearchives.nseindia.com/corporate/CEBBCO_26092025161604_SEVOTINGRESULT26092025.pdf"
"360ONE","360 ONE WAM LIMITED","Trading Window","360 ONE WAM LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:16:15","2025-09-26 16:16:15","26-Sep-2025 16:16:16","00:00:01","https://nsearchives.nseindia.com/corporate/IIFLWAM_26092025161453_20250926ClosureofTradingwindowsigned.pdf"
"IRB","IRB Infrastructure Developers Limited","Trading Window","IRB Infrastructure Developers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:14:50","2025-09-26 16:14:50","26-Sep-2025 16:14:51","00:00:01","https://nsearchives.nseindia.com/corporate/IRB_26092025161022_Trading_window_closure_IRBIDL_26092025_sd.pdf"
"LODHA","Lodha Developers Limited","Trading Window","Lodha Developers Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:14:36","2025-09-26 16:14:36","26-Sep-2025 16:14:37","00:00:01","https://nsearchives.nseindia.com/corporate/LODHA_26092025160840_LDL_Trading_window_Closure_26092025.pdf"
"REDTAPE","Redtape Limited","Shareholders meeting","Redtape Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:14:30","2025-09-26 16:14:30","26-Sep-2025 16:14:30","00:00:00","https://nsearchives.nseindia.com/corporate/REDTAPE_26092025161359_proceeding.pdf"
"FIBERWEB","Fiberweb (India) Limited","Shareholders meeting","Fiberweb (India) Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 16:12:02","2025-09-26 16:12:02","26-Sep-2025 16:12:02","00:00:00","https://nsearchives.nseindia.com/corporate/FIBERWEB_26092025161147_FIL.pdf"
"ATUL","Atul Limited","Trading Window","Atul Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:11:49","2025-09-26 16:11:49","26-Sep-2025 16:11:50","00:00:01","https://nsearchives.nseindia.com/corporate/ATUL1_26092025161131_Intimation.pdf"
"THYROCARE","Thyrocare Technologies Limited","Trading Window","Thyrocare Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:11:38","2025-09-26 16:11:38","26-Sep-2025 16:11:39","00:00:01","https://nsearchives.nseindia.com/corporate/THYROCARE_26092025160945_SE_Trading_Window_Closure.pdf"
"VALECHAENG","Valecha Engineering Limited","General Updates","Valecha Engineering Limited has informed the Exchange about Newspaper Publication of Results","26-Sep-2025 16:10:38","2025-09-26 16:10:38","26-Sep-2025 16:10:39","00:00:01","https://nsearchives.nseindia.com/corporate/VALECHAENG_26092025161030_SENewspaperPublicationResults.pdf"
"KANORICHEM","Kanoria Chemicals & Industries Limited","Shareholders meeting","Kanoria Chemicals & Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:10:37","2025-09-26 16:10:37","26-Sep-2025 16:10:37","00:00:00","https://nsearchives.nseindia.com/corporate/KANORICHEM_26092025160744_Proceeding.pdf"
"JKPAPER","JK Paper Limited","Trading Window","JK Paper Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:10:18","2025-09-26 16:10:18","26-Sep-2025 16:10:19","00:00:01","https://nsearchives.nseindia.com/corporate/JKPAPER_26092025161006_STX_closure_TW.pdf"
"VEEDOL","Veedol Corporation Limited","Trading Window","Veedol Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:10:10","2025-09-26 16:10:10","26-Sep-2025 16:10:11","00:00:01","https://nsearchives.nseindia.com/corporate/TIDEWATER1_26092025160955_ClosureofTradingWindow30092025signed.pdf"
"HDBFS","HDB Financial Services Limited","Trading Window","HDB Financial Services Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:10:04","2025-09-26 16:10:04","26-Sep-2025 16:10:06","00:00:02","https://nsearchives.nseindia.com/corporate/HDBF_26092025160949_Prior_Intimation_of_Board_Meeting.pdf"
"HLEGLAS","HLE Glascoat Limited","Shareholders meeting","HLE Glascoat Limited has informed the Exchange regarding Proceedings of the 34th Annual General Meeting held on September 26, 2025","26-Sep-2025 16:10:01","2025-09-26 16:10:01","26-Sep-2025 16:10:01","00:00:00","https://nsearchives.nseindia.com/corporate/HLEGLASCOAT_26092025160805_Proceedings_34th_AGM_SD.pdf"
"MANINDS","Man Industries (India) Limited","Shareholders meeting","Man Industries (India) Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:09:55","2025-09-26 16:09:55","26-Sep-2025 16:09:55","00:00:00","https://nsearchives.nseindia.com/corporate/MANINDS_26092025160943_MIIL_Proceedings_of_AGM_26092025.pdf"
"SKIPPER","Skipper Limited","Trading Window","Skipper Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:09:32","2025-09-26 16:09:32","26-Sep-2025 16:09:33","00:00:01","https://nsearchives.nseindia.com/corporate/skipper_26092025160909_closureoftradingwindow.pdf"
"BESTAGRO","Best Agrolife Limited","Trading Window","Best Agrolife Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:09:00","2025-09-26 16:09:00","26-Sep-2025 16:09:01","00:00:01","https://nsearchives.nseindia.com/corporate/BESTAGRO_26092025160605_Trading_Window_Closure.pdf"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","Trading Window","IOL Chemicals and Pharmaceuticals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:08:56","2025-09-26 16:08:56","26-Sep-2025 16:08:57","00:00:01","https://nsearchives.nseindia.com/corporate/IOLCP_26092025160843_Intimation.pdf"
"BASML","Bannari Amman Spinning Mills Limited","Trading Window","Bannari Amman Spinning Mills Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:08:35","2025-09-26 16:08:35","26-Sep-2025 16:08:36","00:00:01","https://nsearchives.nseindia.com/corporate/BASML_26092025160717_BASMLTWC3092025.pdf"
"YATRA","Yatra Online Limited","Press Release","Yatra Online Limited has informed the Exchange regarding a press release dated September 26, 2025, titled ""Yatra Announces Festive Travel Discounts for its Shareholders"".","26-Sep-2025 16:08:00","2025-09-26 16:08:00","26-Sep-2025 16:08:01","00:00:01","https://nsearchives.nseindia.com/corporate/YATRA2022_26092025160720_Finalintimation.pdf"
"LOYALTEX","Loyal Textile Mills Limited","Shareholders meeting","Loyal Textile Mills Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 16:07:54","2025-09-26 16:07:54","26-Sep-2025 16:07:54","00:00:00","https://nsearchives.nseindia.com/corporate/LOYALTEX_26092025160611_LoyalTextileProceedingsof79thAGM26092025.pdf"
"TVSSCS","TVS Supply Chain Solutions Limited","Amalgamation/Merger","Tvs Supply Chain Solutions Limited has informed the Exchange about the Newspaper Advertisement regarding the Notice of Hearing of the Petition before the Hon'ble NCLT, Chennai Bench on October 15, 2025, for considering the approval of the Scheme of Amalgamation as sought for.","26-Sep-2025 16:06:57","2025-09-26 16:06:57","26-Sep-2025 16:06:59","00:00:02","https://nsearchives.nseindia.com/corporate/CSCOMPLIANCE_26092025160418_TVS_SCS_Newspaper_Publication_Hearing_of_Petition_F.pdf"
"JMA","Jullundur Motor Agency (Delhi) Limited","Trading Window","Jullundur Motor Agency (Delhi) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:06:37","2025-09-26 16:06:37","26-Sep-2025 16:06:38","00:00:01","https://nsearchives.nseindia.com/corporate/JMA_26092025160532_IntimationOfTradingWindowClosure_30092025.pdf"
"NAHARSPING","Nahar Spinning Mills Limited","Trading Window","Nahar Spinning Mills Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:06:31","2025-09-26 16:06:31","26-Sep-2025 16:06:32","00:00:01","https://nsearchives.nseindia.com/corporate/NAHARSPING_26092025160609_CTW.pdf"
"TFL","Transwarranty Finance Limited","Trading Window","Transwarranty Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:05:54","2025-09-26 16:05:54","26-Sep-2025 16:05:55","00:00:01","https://nsearchives.nseindia.com/corporate/TFL_26092025160505_Trading_Window_Closure_-_Sep_30_sd.pdf"
"HIKAL","Hikal Limited","Trading Window","Hikal Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:05:11","2025-09-26 16:05:11","26-Sep-2025 16:05:12","00:00:01","https://nsearchives.nseindia.com/corporate/HIKAL_26092025160500_SEPPITDISCLOSURE.pdf"
"APCOTEXIND","Apcotex Industries Limited","Trading Window","Apcotex Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:05:02","2025-09-26 16:05:02","26-Sep-2025 16:05:03","00:00:01","https://nsearchives.nseindia.com/corporate/APCOTEXIND_26092025160453_Closure_of_Trading_Window_-_September_2025_-_signed.pdf"
"FLAIR","Flair Writing Industries Limited","Trading Window","Flair Writing Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:04:59","2025-09-26 16:04:59","26-Sep-2025 16:05:00","00:00:01","https://nsearchives.nseindia.com/corporate/flair2016_26092025160438_BSE_NSE_Intimation_for_closure_of_trading_window_Q2_FY26.pdf"
