"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"HONDAPOWER","Honda India Power Products Limited","Trading Window","Honda India Power Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:10:34","2025-09-26 14:10:34","26-Sep-2025 14:10:35","00:00:01","https://nsearchives.nseindia.com/corporate/HONDAPOWER_26092025141016_Tradingwindowclosure30092025.pdf"
"KRISHIVAL","Krishival Foods Limited","Trading Window","Krishival Foods Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:10:31","2025-09-26 14:10:31","26-Sep-2025 14:10:32","00:00:01","https://nsearchives.nseindia.com/corporate/EMPYREAN_26092025141014_Closure.pdf"
"EMIL","Electronics Mart India Limited","Shareholders meeting","Electronics Mart India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 14:09:39","2025-09-26 14:09:39","26-Sep-2025 14:09:39","00:00:00","https://nsearchives.nseindia.com/corporate/EMILTD_26092025140509_IntimationSR.pdf"
"AIROLAM","Airo Lam limited","Shareholders meeting","Airo Lam limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 14:09:22","2025-09-26 14:09:22","26-Sep-2025 14:09:22","00:00:00","https://nsearchives.nseindia.com/corporate/AIROLAM_26092025140853_FINAL.pdf"
"UNIVPHOTO","Universus Photo Imagings Limited","Trading Window","Universus Photo Imagings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:08:35","2025-09-26 14:08:35","26-Sep-2025 14:08:36","00:00:01","https://nsearchives.nseindia.com/corporate/UNIVPHOTO_26092025140825_UPIL_TWC_30092025.pdf"
"COLPAL","Colgate Palmolive (India) Limited","Copy of Newspaper Publication","Colgate Palmolive (India) Limited has informed the Exchange about Copy of Newspaper Publication","26-Sep-2025 14:07:41","2025-09-26 14:07:41","26-Sep-2025 14:07:42","00:00:01","https://nsearchives.nseindia.com/corporate/CPIL_26092025140726_Combined_Newspaper_Sept_2025.pdf"
"RETAIL","JHS Svendgaard Retail Ventures Limited","Appointment","JHS Svendgaard Retail Ventures Limited has informed the Exchange regarding Appointment of M/s Dahiya & Associates as Secretarial Auditor of the company w.e.f. September 25, 2025.","26-Sep-2025 14:06:43","2025-09-26 14:06:43","26-Sep-2025 14:06:44","00:00:01","https://nsearchives.nseindia.com/corporate/RETAIL_26092025140616_Secretarial_Auditor_Appointment.pdf"
"VESUVIUS","Vesuvius India Limited","Trading Window","Vesuvius India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:06:34","2025-09-26 14:06:34","26-Sep-2025 14:06:35","00:00:01","https://nsearchives.nseindia.com/corporate/VESUVIUS_26092025140614_TradingWindowClosureQ32025.pdf"
"ZFCVINDIA","ZF Commercial Vehicle Control Systems India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","ZF Commercial Vehicle Control Systems India Limited has informed the Exchange about Outcome","26-Sep-2025 14:05:47","2025-09-26 14:05:47","26-Sep-2025 14:05:47","00:00:00","https://nsearchives.nseindia.com/corporate/WABCOINDIA_26092025140502_SdSEOutcomeinvestormeet.pdf"
"HEXATRADEX","Hexa Tradex Limited","Shareholders meeting","proceeding of AGM","26-Sep-2025 14:05:37","2025-09-26 14:05:37","26-Sep-2025 14:05:37","00:00:00","https://nsearchives.nseindia.com/corporate/HEXATRADEX_26092025140329_proceedings.pdf"
"INTERARCH","Interarch Building Solutions Limited","Trading Window","Interarch Building Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:04:49","2025-09-26 14:04:49","26-Sep-2025 14:04:50","00:00:01","https://nsearchives.nseindia.com/corporate/INTERARCH1983_26092025140429_Intimation_for_closure_of_Trading_window_30092025.pdf"
"FMNL","Future Market Networks Limited","Shareholders meeting","Scrutinizer Report and Voting results of 17th Annual General Meeting (AGM)","26-Sep-2025 14:04:24","2025-09-26 14:04:24","26-Sep-2025 14:04:24","00:00:00","https://nsearchives.nseindia.com/corporate/FMNL2_26092025140317_Voting_Results_and_Consolidated_Scrutinizer_Report-_FMNL_AGM.pdf"
"RETAIL","JHS Svendgaard Retail Ventures Limited","Appointment","JHS Svendgaard Retail Ventures Limited has informed the Exchange regarding Appointment of Ms Deepali Bhardwaj as Non- Executive Independent Director of the company w.e.f. Jun 27, 2025.","26-Sep-2025 14:03:23","2025-09-26 14:03:23","26-Sep-2025 14:03:23","00:00:00","https://nsearchives.nseindia.com/corporate/RETAIL_26092025140308_Deepali_Regularisation.pdf"
"MAHESHWARI","Maheshwari Logistics Limited","Trading Window","Maheshwari Logistics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:01:10","2025-09-26 14:01:10","26-Sep-2025 14:01:10","00:00:00","https://nsearchives.nseindia.com/corporate/MAHESHWARI_26092025140101_NSE.pdf"
"RENUKA","Shree Renuka Sugars Limited","Trading Window","Shree Renuka Sugars Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 14:00:33","2025-09-26 14:00:33","26-Sep-2025 14:00:34","00:00:01","https://nsearchives.nseindia.com/corporate/RENUKA_26092025140011_TWCSep25signed.pdf"
"ASHIMASYN","Ashima Limited","Trading Window","Ashima Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:58:03","2025-09-26 13:58:03","26-Sep-2025 13:58:04","00:00:01","https://nsearchives.nseindia.com/corporate/ASHIMASYN_26092025135747_Intimation.pdf"
"VSTIND","VST Industries Limited","Copy of Newspaper Publication","VST Industries Limited has informed the Exchange about Copy of Newspaper Publication","26-Sep-2025 13:57:34","2025-09-26 13:57:34","26-Sep-2025 13:57:36","00:00:02","https://nsearchives.nseindia.com/corporate/VSTIND_26092025135647_PAPERPUBLICATON.pdf"
"SHIVAMAUTO","Shivam Autotech Limited","Trading Window","Shivam Autotech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:55:00","2025-09-26 13:55:00","26-Sep-2025 13:55:01","00:00:01","https://nsearchives.nseindia.com/corporate/SHIVAMAUTO_26092025135451_Closure_of_Trading_window.pdf"
"EQUITASBNK","Equitas Small Finance Bank Limited","Trading Window","Equitas Small Finance Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:53:17","2025-09-26 13:53:17","26-Sep-2025 13:53:17","00:00:00","https://nsearchives.nseindia.com/corporate/EQUITASBNK_26092025135257_Toupload26092025.pdf"
"VSTIND","VST Industries Limited","Trading Window","VST Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:52:58","2025-09-26 13:52:58","26-Sep-2025 13:52:59","00:00:01","https://nsearchives.nseindia.com/corporate/VSTIND_26092025135216_CTWOCT2025.pdf"
"TMB","Tamilnad Mercantile Bank Limited","Trading Window","Tamilnad Mercantile Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:52:28","2025-09-26 13:52:28","26-Sep-2025 13:52:29","00:00:01","https://nsearchives.nseindia.com/corporate/9659523378_26092025135035_78.pdf"
"MMFL","MM Forgings Limited","Trading Window","MM Forgings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:52:19","2025-09-26 13:52:19","26-Sep-2025 13:52:21","00:00:02","https://nsearchives.nseindia.com/corporate/MMFL_26092025135211_MMFTWC.pdf"
"CUB","City Union Bank Limited","General Updates","City Union Bank Limited has informed the Exchange about General Updates","26-Sep-2025 13:52:14","2025-09-26 13:52:14","26-Sep-2025 13:52:15","00:00:01","https://nsearchives.nseindia.com/corporate/CUB_26092025135205_CUB_Branch_Opening__26092025.pdf"
"RETAIL","JHS Svendgaard Retail Ventures Limited","Shareholders meeting","JHS Svendgaard Retail Ventures Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 13:51:56","2025-09-26 13:51:56","26-Sep-2025 13:51:56","00:00:00","https://nsearchives.nseindia.com/corporate/RETAIL_26092025135113_VR.pdf"
"MANAKALUCO","Manaksia Aluminium Company Limited","Trading Window","Manaksia Aluminium Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:48:49","2025-09-26 13:48:49","26-Sep-2025 13:48:50","00:00:01","https://nsearchives.nseindia.com/corporate/MANAKALUCO_26092025134829_Intimation.pdf"
"BLUECOAST","Blue Coast Hotels Limited","Trading Window","Blue Coast Hotels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:46:57","2025-09-26 13:46:57","26-Sep-2025 13:46:59","00:00:02","https://nsearchives.nseindia.com/corporate/BLUECOAST_26092025134650_Closure_Trading_window.pdf"
"KKCL","Kewal Kiran Clothing Limited","Trading Window","Kewal Kiran Clothing Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:46:38","2025-09-26 13:46:38","26-Sep-2025 13:46:39","00:00:01","https://nsearchives.nseindia.com/corporate/KKCL_26092025134422_cltw3092025.pdf"
"BLUEJET","Blue Jet Healthcare Limited","Shareholders meeting","Blue Jet Healthcare Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 13:46:01","2025-09-26 13:46:01","26-Sep-2025 13:46:01","00:00:00","https://nsearchives.nseindia.com/corporate/BLUEJET_26092025134541_SE_Intimation___Proceedings.pdf"
"TECILCHEM","TECIL Chemicals and Hydro Power Limited","Trading Window","TECIL Chemicals and Hydro Power Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:45:44","2025-09-26 13:45:44","26-Sep-2025 13:45:45","00:00:01","https://nsearchives.nseindia.com/corporate/TECILCHEM_26092025134406_closureoftradingwindow26092025.pdf"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","Credit Rating","TATA CONSUMER PRODUCTS LIMITED has informed the Exchange about Credit Rating","26-Sep-2025 13:44:48","2025-09-26 13:44:48","26-Sep-2025 13:44:48","00:00:00","https://nsearchives.nseindia.com/corporate/Kajal_26092025134438_CARE_SEIntimation_Reg30CreditRating26092025.pdf"
"KRBL","KRBL Limited","Trading Window","KRBL Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:44:29","2025-09-26 13:44:29","26-Sep-2025 13:44:29","00:00:00","https://nsearchives.nseindia.com/corporate/BIBHU_26092025134419_KRBL_TWC_26092025_Sd.pdf"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","Trading Window","Manaksia Coated Metals & Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:40:54","2025-09-26 13:40:54","26-Sep-2025 13:40:55","00:00:01","https://nsearchives.nseindia.com/corporate/MANAKCOAT_26092025134033_CLtradingwindow30092025.pdf"
"ZENITHEXPO","Zenith Exports Limited","Shareholders meeting","Disclosure under Regulation 44(3) of SEBI (Listing Obligations & Disclosure Requirements) Regulations 2015","26-Sep-2025 13:40:07","2025-09-26 13:40:07","26-Sep-2025 13:40:07","00:00:00","https://nsearchives.nseindia.com/corporate/ZENITHEXPO_26092025134000_NSEBSERegulation44VotingResults.pdf"
"SANSERA","Sansera Engineering Limited","Shareholders meeting","Sansera Engineering Limited has informed the Exchange regarding Proceedings of  Annual General Meeting held on September 26, 2025.","26-Sep-2025 13:39:39","2025-09-26 13:39:39","26-Sep-2025 13:39:39","00:00:00","https://nsearchives.nseindia.com/corporate/SANSERA_26092025133855_AGMPROCEEDINGS.pdf"
"XTGLOBAL","Xtglobal Infotech Limited","Bagging/Receiving of orders/contracts","BAGGING OF ORDER - COMPANY HAS BAGGED ITS FIRST ORDER FROM AUSTRALIA","26-Sep-2025 13:38:20","2025-09-26 13:38:20","26-Sep-2025 13:38:21","00:00:01","https://nsearchives.nseindia.com/corporate/XTGLOBAL_26092025133814_SE_Intimation.pdf"
"TVTODAY","TV Today Network Limited","Trading Window","TV Today Network Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:36:30","2025-09-26 13:36:30","26-Sep-2025 13:36:31","00:00:01","https://nsearchives.nseindia.com/corporate/TVTODAY_26092025133557_STX_Intimation_BM_11112025.pdf"
"KHADIM","Khadim India Limited","Trading Window","Khadim India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:35:07","2025-09-26 13:35:07","26-Sep-2025 13:35:08","00:00:01","https://nsearchives.nseindia.com/corporate/KHADIM_26092025133425_ClosureofTradingWindowSeptember302025.pdf"
"VISASTEEL","Visa Steel Limited","Shareholders meeting","Visa Steel Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 24, 2025","26-Sep-2025 13:34:44","2025-09-26 13:34:44","26-Sep-2025 13:34:44","00:00:00","https://nsearchives.nseindia.com/corporate/VISASTEEL_26092025133354_Voting_Results.pdf"
"AUTOAXLES","Automotive Axles Limited","Trading Window","Automotive Axles Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:32:17","2025-09-26 13:32:17","26-Sep-2025 13:32:18","00:00:01","https://nsearchives.nseindia.com/corporate/AUTOAXLES_26092025133206_Q2_Trading_Window_Closure.pdf"
"TARACHAND","Tara Chand InfraLogistic Solutions Limited","Trading Window","Tara Chand InfraLogistic Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:31:34","2025-09-26 13:31:34","26-Sep-2025 13:31:35","00:00:01","https://nsearchives.nseindia.com/corporate/TARACHAND_26092025133126_Trading_window_closure_intimation.pdf"
"RPPL","Rajshree Polypack Limited","Shareholders meeting","Rajshree Polypack Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 13:31:18","2025-09-26 13:31:18","26-Sep-2025 13:31:18","00:00:00","https://nsearchives.nseindia.com/corporate/RPPL_26092025133017_ProceedingofAGMRPPL2025.pdf"
"SJVN","SJVN Limited","Trading Window","SJVN Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:31:00","2025-09-26 13:31:00","26-Sep-2025 13:31:01","00:00:01","https://nsearchives.nseindia.com/corporate/SJVN_26092025133051_tw.pdf"
"TRIVENI","Triveni Engineering & Industries Limited","Trading Window","Triveni Engineering & Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:29:58","2025-09-26 13:29:58","26-Sep-2025 13:30:00","00:00:02","https://nsearchives.nseindia.com/corporate/TRIVENI_26092025132948_TEIL_WINDOW_SEP25.pdf"
"ZIMLAB","Zim Laboratories Limited","Trading Window","Zim Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:27:33","2025-09-26 13:27:33","26-Sep-2025 13:27:34","00:00:01","https://nsearchives.nseindia.com/corporate/ZIMLAB_26092025132715_Closureoftradingwindow.pdf"
"AAATECH","Aaa Technologies Limited","Shareholders meeting","Aaa Technologies Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 13:25:18","2025-09-26 13:25:18","26-Sep-2025 13:25:18","00:00:00","https://nsearchives.nseindia.com/corporate/AAATECH_26092025132332_DISCLOSURE.pdf"
"JAICORPLTD","Jai Corp Limited","Shareholders meeting","Jai Corp Limited has informed the Exchange about proceedings of Shareholders meeting","26-Sep-2025 13:24:07","2025-09-26 13:24:07","26-Sep-2025 13:24:08","00:00:01","https://nsearchives.nseindia.com/corporate/JAICORPLTD_26092025132355_Proceedings_of_40th_AGM.pdf"
"SJVN","SJVN Limited","Shareholders meeting","SJVN Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 13:24:07","2025-09-26 13:24:07","26-Sep-2025 13:24:07","00:00:00","https://nsearchives.nseindia.com/corporate/SJVN_26092025132343_44.pdf"
"NRAIL","N R Agarwal Industries Limited","Trading Window","N R Agarwal Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:21:18","2025-09-26 13:21:18","26-Sep-2025 13:21:19","00:00:01","https://nsearchives.nseindia.com/corporate/NRAIL_26092025132107_ClosureofTradingWindow30092025.pdf"
"PNB","Punjab National Bank","Trading Window","Punjab National Bank has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:21:08","2025-09-26 13:21:08","26-Sep-2025 13:21:09","00:00:01","https://nsearchives.nseindia.com/corporate/pnb2_26092025131732_Intimation_trading_window_26092025_DS.pdf"
"SHANTI","Shanti Overseas (India) Limited","Shareholders meeting","Shanti Overseas (India) Limited has informed the Exchange about Shareholders meeting","26-Sep-2025 13:19:32","2025-09-26 13:19:32","26-Sep-2025 13:19:34","00:00:02","https://nsearchives.nseindia.com/corporate/SHANTI_26092025131913_EOGM_notice_Shanti.pdf"
"STANLEY","Stanley Lifestyles Limited","Trading Window","Stanley Lifestyles Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:18:31","2025-09-26 13:18:31","26-Sep-2025 13:18:32","00:00:01","https://nsearchives.nseindia.com/corporate/STANLEY2023_26092025131823_IntimationonTradingWindowClosuresd.pdf"
"SHAREINDIA","Share India Securities Limited","Trading Window","Share India Securities Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:18:06","2025-09-26 13:18:06","26-Sep-2025 13:18:07","00:00:01","https://nsearchives.nseindia.com/corporate/SISL_26092025131601_Tradingwindowclosure30092025.pdf"
"EQUIPPP","Equippp Social Impact Technologies Limited","Trading Window","Equippp Social Impact Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:17:20","2025-09-26 13:17:20","26-Sep-2025 13:17:21","00:00:01","https://nsearchives.nseindia.com/corporate/EQUIPPP_26092025131630_Trading_Window_Closure_Q2_FY_2025-26_-_Signed.pdf"
"MCL","Madhav Copper Limited","Appointment","Madhav Copper Limited has informed the Exchange regarding Appointment of  Mr. Dipakkumar Patel as Independent Director of the company w.e.f. September 25, 2025.","26-Sep-2025 13:16:53","2025-09-26 13:16:53","26-Sep-2025 13:16:54","00:00:01","https://nsearchives.nseindia.com/corporate/MCL_26092025131555_AppointmentofID.pdf"
"NAVKARCORP","Navkar Corporation Limited","Trading Window","Navkar Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:14:58","2025-09-26 13:14:58","26-Sep-2025 13:14:59","00:00:01","https://nsearchives.nseindia.com/corporate/NAVKARCORP_26092025131410_ClosureofTradingWindowsignedfinal.pdf"
"SEMAC","Semac Construction Limited","Trading Window","Semac Construction Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:14:57","2025-09-26 13:14:57","26-Sep-2025 13:14:58","00:00:01","https://nsearchives.nseindia.com/corporate/REVATHI_26092025131442_Trading_window_Q2_sd.pdf"
"SHILPAMED","Shilpa Medicare Limited","Trading Window","Shilpa Medicare Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:13:52","2025-09-26 13:13:52","26-Sep-2025 13:13:53","00:00:01","https://nsearchives.nseindia.com/corporate/SHILPAMED_26092025131340_Tradingwindownotice.pdf"
"BBL","Bharat Bijlee Limited","Trading Window","Bharat Bijlee Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:13:46","2025-09-26 13:13:46","26-Sep-2025 13:13:47","00:00:01","https://nsearchives.nseindia.com/corporate/BBL_26092025131150_BBLTradingWindowClosureNoticeSeptember2025.pdf"
"ANUHPHR","Anuh Pharma Limited","Copy of Newspaper Publication","Anuh Pharma Limited has informed the Exchange about Copy of Newspaper Publication for transfer of equity shares of the Company for which Dividend has not been claimed by shareholders for seven consecutive years or more to Investor Education and Protection Fund (IEPF), published in Financial Express (English) and Mumbai Lakshdeep (Marathi).","26-Sep-2025 13:12:10","2025-09-26 13:12:10","26-Sep-2025 13:12:10","00:00:00","https://nsearchives.nseindia.com/corporate/ANUHNSE_26092025131153_Newspaper_Publication.pdf"
"PNC","Pritish Nandy Communications Limited","Trading Window","Pritish Nandy Communications Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:12:09","2025-09-26 13:12:09","26-Sep-2025 13:12:10","00:00:01","https://nsearchives.nseindia.com/corporate/PNC_26092025131146_Trading_window_closure_30092025_ocr.pdf"
"IVC","IL&FS Investment Managers Limited","Shareholders meeting","IL&FS Investment Managers Limited has informed the Exchange regarding Proceedings of 39th Adjourned Annual General Meeting held on September 26, 2025","26-Sep-2025 13:11:33","2025-09-26 13:11:33","26-Sep-2025 13:11:33","00:00:00","https://nsearchives.nseindia.com/corporate/IVCIIML_26092025130840_Letter__Proceedings.pdf"
"JSWCEMENT","JSW Cement Limited","Trading Window","JSW Cement Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:11:07","2025-09-26 13:11:07","26-Sep-2025 13:11:08","00:00:01","https://nsearchives.nseindia.com/corporate/JSWCL_26092025130917_SEIntimationTradingWindow.pdf"
"BBTC","Bombay Burmah Trading Corporation Limited","Trading Window","Bombay Burmah Trading Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:10:52","2025-09-26 13:10:52","26-Sep-2025 13:10:53","00:00:01","https://nsearchives.nseindia.com/corporate/KML_26092025131012_SE_Window_Closure_Sep25.pdf"
"SHEMAROO","Shemaroo Entertainment Limited","Trading Window","Shemaroo Entertainment Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:10:28","2025-09-26 13:10:28","26-Sep-2025 13:10:28","00:00:00","https://nsearchives.nseindia.com/corporate/SHEMAROO_26092025130907_25092025windowclosure.pdf"
"MCL","Madhav Copper Limited","Shareholders meeting","Madhav Copper Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 13:10:23","2025-09-26 13:10:23","26-Sep-2025 13:10:23","00:00:00","https://nsearchives.nseindia.com/corporate/MCL_26092025130918_Scrtinizerreport13thAGM.pdf"
"RATEGAIN","Rategain Travel Technologies Limited","Trading Window","Rategain Travel Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:09:56","2025-09-26 13:09:56","26-Sep-2025 13:09:57","00:00:01","https://nsearchives.nseindia.com/corporate/RATEGAIN_26092025130938_RG_CTW.pdf"
"SIMBHALS","Simbhaoli Sugars Limited","Trading Window","Simbhaoli Sugars Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:09:06","2025-09-26 13:09:06","26-Sep-2025 13:09:07","00:00:01","https://nsearchives.nseindia.com/corporate/SIMBHALS_26092025130836_Trading_window_closures_Intimationsd.pdf"
"SPORTKING","Sportking India Limited","Trading Window","Sportking India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 13:02:18","2025-09-26 13:02:18","26-Sep-2025 13:02:19","00:00:01","https://nsearchives.nseindia.com/corporate/SPORTKING_26092025130207_Closure_of_Trading_Window.pdf"
"WEIZMANIND","Weizmann Limited","Shareholders meeting","Weizmann Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025. Further, the company has informed the Exchange regarding voting results.","26-Sep-2025 13:00:09","2025-09-26 13:00:09","26-Sep-2025 13:00:09","00:00:00","https://nsearchives.nseindia.com/corporate/WEIZMANNIND_26092025125906_WLVotingResultsandScrutinisersReport.pdf"
"FORTIS","Fortis Healthcare Limited","Trading Window","Fortis Healthcare Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 12:59:23","2025-09-26 12:59:23","26-Sep-2025 12:59:25","00:00:02","https://nsearchives.nseindia.com/corporate/FORTIS_26092025125910_intimationFHL.pdf"
"STARPAPER","Star Paper Mills Limited","Trading Window","Star Paper Mills Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 12:59:17","2025-09-26 12:59:17","26-Sep-2025 12:59:18","00:00:01","https://nsearchives.nseindia.com/corporate/STARPAPER_26092025125901_tradingwindowclosuresept25.pdf"
"GRAPHITE","Graphite India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Graphite India Limited has informed the Exchange about Schedule of meet","26-Sep-2025 12:59:00","2025-09-26 12:59:00","26-Sep-2025 12:59:01","00:00:01","https://nsearchives.nseindia.com/corporate/GILKOLKATA_26092025125850_INVMEET_FIDELITYINV26092025.pdf"
"DHAMPURSUG","Dhampur Sugar Mills Limited","Updates","Dhampur Sugar Mills Limited has informed the Exchange regarding 'Intimation of Record Date for maturity of Commercial Paper'.","26-Sep-2025 12:58:47","2025-09-26 12:58:47","26-Sep-2025 12:58:48","00:00:01","https://nsearchives.nseindia.com/corporate/DHAMPURSUG_26092025125833_KOTAKRECORDDATE.pdf"
"TAJGVK","Taj GVK Hotels & Resorts Limited","Shareholders meeting","Taj GVK Hotels & Resorts Limited has informed the Exchange regarding Notice of Postal Ballot","26-Sep-2025 12:58:19","2025-09-26 12:58:19","26-Sep-2025 12:58:19","00:00:00","https://nsearchives.nseindia.com/corporate/TAJGVK_26092025125724_Postalballotintimation.pdf"
"WILLAMAGOR","Williamson Magor & Company Limited","Trading Window","Williamson Magor & Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 12:58:07","2025-09-26 12:58:07","26-Sep-2025 12:58:08","00:00:01","https://nsearchives.nseindia.com/corporate/WILLAMAGOR_26092025125749_TW30092025.pdf"
